cnpj,razao_social,origem,nota,ativo,prioridade,aliases,site,url_produtos,url_blog,url_carreiras,gupy_slug,linkedin_url
11495073000118,OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,INCUMBENTE,B,0,3,Ourominas,https://ourominas.com,,,,,
60850229000147,OMNI BANCO S.A.,INCUMBENTE,B,0,3,Omni Banco,https://omni.com.br,,,,,
07333726000195,ONNIX CORRETORA DE CÂMBIO LTDA.,INCUMBENTE,BB,0,3,Onnix,,,,,,
01582158000180,OPPORTUNITY DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,INCUMBENTE,B,0,3,Opportunity Dtvm | Opportunity,https://opportunity.com.br,,,,,
13673855000125,OSLO CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,INCUMBENTE,B,0,3,Oslo Dtvm | Oslo Capital,,,,,,
78632767000120,OURIBANK S.A. BANCO MÚLTIPLO,INCUMBENTE,B,0,3,Ouribank | Ouribank S.A. Banco Multiplo,https://ouribank.com,,,,,
62667674000100,OXY DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,INCUMBENTE,B,0,3,Oxy Dtvm,https://oxycreditoimobiliario.com.br,,,,,
04062902000103,OZ CORRETORA DE CÂMBIO S.A.,INCUMBENTE,B,0,3,Oz Cambio,https://ozcambio.com.br,,,,,
73279093000109,PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,INCUMBENTE,B,0,3,Pacific Invest,https://pacificinvest.com.br,,,,,
46403683000129,PAGINVEST CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA.,INCUMBENTE,BB,0,3,Paginvest,https://uolinc.com,,,,,
14388334000199,PARANÁ BANCO S.A.,INCUMBENTE,B,0,3,Parana Banco,https://paranabanco.com.br,,,,,
17343682000138,PENTAGONO S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,INCUMBENTE,B,0,3,Pentagono,https://pentagonotrustee.com.br,,,,,
09516419000175,PICPAY BANK - BANCO MÚLTIPLO S.A,INCUMBENTE,B,0,3,Picpay Bank - Banco Multiplo,https://picpaybank.com,,,,,
07138049000154,PICPAY INVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,INCUMBENTE,B,0,3,Liga Invest | Picpay Invest,https://ligainvest.com.br,,,,,
92236777000178,PINE INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,INCUMBENTE,B,0,3,Pine Investimentos,https://pine.com,,,,,
00806535000154,PLANNER CORRETORA DE VALORES S.A.,INCUMBENTE,B,0,3,Planner | Planner Corretora De Valores,https://planner.com.br,,,,,
40303299000178,PORTOPAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,INCUMBENTE,B,0,3,Portopar,https://portoseguro.com.br,,,,,
41560568000144,PRONANCE SOCIEDADE CORRETORA DE CÂMBIO LTDA,INCUMBENTE,B,0,3,Pronance Corretora | Pronance Sociedade,https://hotmail.com.br,,,,,
62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,INCUMBENTE,BB,0,3,,https://qitech.com.br,,,,,
62264924000152,QORE DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS LTDA,INCUMBENTE,B,0,3,Qore,https://qore.com.br,,,,,
89960090000176,RB INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LIMITADA,INCUMBENTE,B,0,3,Rb Investimentos Limitada,https://rbinvestimentos.com,,,,,
17354911000110,RENDIMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,INCUMBENTE,B,0,3,Rendimento Cambio | Rendimento,https://rendimento.com.br,,,,,
72600026000181,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,INCUMBENTE,BB,0,3,Rio Bravo Investimentos,https://riobravo.com.br,,,,,
42066258000130,RJI CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA,INCUMBENTE,BB,0,3,,https://rjicv.com.br,,,,,
62318407000119,S3 CACEIS BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,INCUMBENTE,B,0,3,S3 Caceis Brasil,https://s3caceis.com.br,,,,,
28762249000153,SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.,INCUMBENTE,B,0,3,Sadoc Sociedade,,,,,,
01638542000157,SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,INCUMBENTE,BB,0,3,Safra Corretora | Safra,,,,,,
29162769000198,SANTANDER CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,INCUMBENTE,B,0,3,Santander,https://toroinvestimentos.com.br,,,,,
03502968000104,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,INCUMBENTE,BB,0,3,Santander,https://santander.com.br,,,,,
51014223000149,SANTANDER INSTITUCIONAL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.,INCUMBENTE,B,0,3,Santander Institucional E Valores Mobiliarios,https://targetlaw.com.br,,,,,
40333582000142,SAYGO CORRETORA DE CÂMBIO S.A.,INCUMBENTE,B,0,3,Saygo Cambio | Saygo,https://zebracambio.com.br,,,,,
11417016000110,SCANIA BANCO S.A.,INCUMBENTE,B,0,3,Scania Banco,https://scania.com,,,,,
29030467000166,SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO,INCUMBENTE,B,0,3,Scotiabank Brasil S.A. Banco Multiplo,https://br.scotiabank.com,,,,,
39696805000157,SCOTIABANK BRASIL S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS,INCUMBENTE,B,0,3,Scotiabank Brasil,https://br.scotiabank.com,,,,,
07397614000106,SICOOB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,INCUMBENTE,B,0,3,Sicoob Dtvm | Sicoob,https://sicoob.com.br,,,,,
16854999000176,SINGRATUR CORRETORA DE CÂMBIO LTDA,INCUMBENTE,B,0,3,Singratur,,,,,,
17315359000150,SITA SOCIEDADE CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A,INCUMBENTE,B,0,3,Sita Sociedade E Valores Mobiliarios,,,,,,
15173776000180,SOCIAL BANK BANCO MÚLTIPLO S/A,INCUMBENTE,BB,0,3,Social Bank Banco Multiplo,https://socialbank.com.br,,,,,
08520517000113,SOL CORRETORA DE CÂMBIO S.A.,INCUMBENTE,B,0,3,Sol Corretora,https://solcorretora.com.br,,,,,
59394633000174,SRM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,INCUMBENTE,BB,0,3,,https://srmasset.com,,,,,
09274232000102,STATE STREET BRASIL S.A. - BANCO COMERCIAL,INCUMBENTE,B,0,3,State Street Brasil S.A. - Banco Comercial,https://statestreet.com,,,,,
62090873000190,STONEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,INCUMBENTE,BB,0,3,Stonex Dtvm | Stonex,https://stonex.com,,,,,
32206435000183,SUL AMERICA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,INCUMBENTE,B,0,3,Sul America Investimentos,https://sulamerica.com.br,,,,,
03751794000113,TERRA INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,INCUMBENTE,BB,0,3,Terra Investimentos,https://terrainvestimentos.com.br,,,,,
03384738000198,TIVIO CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,INCUMBENTE,B,0,3,Tivio Capital,https://tivio.com,,,,,
02276653000123,TRINUS CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,INCUMBENTE,B,0,3,Trinus Investimentos | Trinus Capital,https://trinusco.com.br,,,,,
30183111000141,TROCKA CORRETORA DE CAMBIO LTDA.,INCUMBENTE,B,0,3,Trocka,https://trocka.com,,,,,
61747085000160,TULLETT PREBON BRASIL CORRETORA DE VALORES E CÂMBIO LTDA,INCUMBENTE,B,0,3,Tullett Prebon Brasil Tullett Prebon E Tullett Brasil | Tullett Prebon Brasil Corretora De Valores E Cambio,https://tullettprebon.com.br,,,,,
15482499000198,TURCÂMBIO - SOCIEDADE CORRETORA DE CÂMBIO LTDA.,INCUMBENTE,B,0,3,Turcambio - Sociedade,https://turcambio.com.br,,,,,
61809182000130,UBS (BRASIL) CORRETORA DE VALORES S.A.,INCUMBENTE,B,0,3,Ubs (Brasil) Corretora De Valores,,,,,,
18520834000193,UBS BB BANCO DE INVESTIMENTO S.A.,INCUMBENTE,B,0,3,Ubs Bb Banco De Investimento,https://ubs.com,,,,,
02819125000173,"UBS BB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",INCUMBENTE,B,0,3,Ubs Bb Titulos E Valores Mobiliarios,https://ubs.com,,,,,
53899051000163,UNICRED DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,INCUMBENTE,B,0,3,Ziin Investimentos | Unicred,https://unicred.com.br,,,,,
20155248000139,UNIDA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,INCUMBENTE,B,0,3,Unida,https://unidadtvm.com.br,,,,,
48967968000118,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,INCUMBENTE,BB,0,3,Vert,https://vert-capital.com,,,,,
14388516000160,VIC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A,INCUMBENTE,B,0,3,,https://vicdtvm.com.br,,,,,
17772370000140,VIPS CORRETORA DE CÂMBIO S.A.,INCUMBENTE,B,0,3,Vip'S Corretora | Vips,https://vipscambio.com.br,,,,,
38429045000159,VIS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,INCUMBENTE,B,0,3,Vis Dtvm,https://visdtvm.com.br,,,,,
34711571000156,VITREO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,INCUMBENTE,B,0,3,Vitreo,https://vitreo.com.br,,,,,
22610500000188,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,INCUMBENTE,BB,0,3,Vortx,https://vortx.com.br,,,,,
64835226000195,VR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,INCUMBENTE,B,0,3,,https://vr.com.br,,,,,
15227994000150,VX PAVARINI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,INCUMBENTE,BB,0,3,Vx Pavarini,https://vortx.com.br,,,,,
92875780000131,WARREN CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO LTDA.,INCUMBENTE,BB,0,3,Warren Corretora De Valores Mobiliarios E Cambio,https://warren.com.br,,,,,
62287735000103,WARREN RENA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,INCUMBENTE,BB,0,3,Renascenca | Warren Rena,https://warren.com.br,,,,,
47631123000194,WEALTH HIGH GOVERNANCE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,INCUMBENTE,B,0,3,Wealth High Governance,https://whg.com.br,,,,,
13728156000135,WESTERN UNION CORRETORA DE CÂMBIO S.A.,INCUMBENTE,B,0,3,Western Union,https://westernunion.com,,,,,
36588217000101,WISE BRASIL CORRETORA DE CÂMBIO LTDA,INCUMBENTE,B,0,3,Wise Corretora | Wise Brasil,https://wise.com,,,,,
45854066000187,WNT CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,INCUMBENTE,B,0,3,Wnt Dtvm | Wnt Capital,https://wntcapital.com,,,,,
44475245000140,XP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,INCUMBENTE,B,0,3,,https://xpi.com.br,,,,,
02332886000104,"XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A",INCUMBENTE,B,0,3,Xp Investimentos Cctvm | Xp Investimentos Titulos E Valores Mobiliarios,https://xpi.com.br,,,,,
65505918000138,XTB BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,INCUMBENTE,BB,0,3,Xtb Brasil,https://lighthousebr.com,,,,,
74014747000135,ÁGORA CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,INCUMBENTE,BB,0,3,Agora Ctvm | Agora,https://agorainvestimentos.com.br,,,,,
72556996000127,ÍCARO CORRETORA DE CÂMBIO LTDA,INCUMBENTE,B,0,3,Icaro,https://icarocorretora.com.br,,,,,
